Statistic Label,Month,Meteorological Weather Station,UNIT,VALUE
Lowest Temperature,12/1972,Dublin airport,Degrees C,-1.5
Lowest Temperature,12/1972,Galway,Degrees C,0
Lowest Temperature,12/1972,Kilkenny,Degrees C,-7.1
Lowest Temperature,12/1972,Malin head,Degrees C,-1
Lowest Temperature,12/1972,Mullingar,Degrees C,-4.6
Lowest Temperature,12/1972,Roches Point,Degrees C,-0.6
Lowest Temperature,12/1972,Rosslare,Degrees C,1
Lowest Temperature,12/1972,Shannon airport,Degrees C,-1.5
Lowest Temperature,01/1973,Belmullet,Degrees C,-0.9
Lowest Temperature,01/1973,Birr,Degrees C,-6.5
Lowest Temperature,01/1973,Valentia Observatory,Degrees C,-2.1
Lowest Temperature,01/1973,Casement,Degrees C,-8.2
Lowest Temperature,01/1973,Claremorris,Degrees C,-5.5
Lowest Temperature,01/1973,Clones,Degrees C,-7.1
Lowest Temperature,01/1973,Cork airport,Degrees C,-1.9
Lowest Temperature,01/1973,Dublin airport,Degrees C,-4.4
Lowest Temperature,01/1973,Galway,Degrees C,0
Lowest Temperature,01/1973,Kilkenny,Degrees C,-6.3
Lowest Temperature,01/1973,Malin head,Degrees C,-0.8
Lowest Temperature,01/1973,Mullingar,Degrees C,-7.1
Lowest Temperature,01/1973,Roches Point,Degrees C,0.2
Lowest Temperature,01/1973,Rosslare,Degrees C,-0.2
Lowest Temperature,01/1973,Shannon airport,Degrees C,-3
Lowest Temperature,02/1973,Belmullet,Degrees C,-1
Lowest Temperature,02/1973,Birr,Degrees C,-5.5
Lowest Temperature,02/1973,Valentia Observatory,Degrees C,-2.2
Lowest Temperature,02/1973,Casement,Degrees C,-5.3
Lowest Temperature,02/1973,Claremorris,Degrees C,-3.3
Lowest Temperature,02/1973,Clones,Degrees C,-9
Lowest Temperature,02/1973,Cork airport,Degrees C,-3.1
Lowest Temperature,02/1973,Dublin airport,Degrees C,-4
Lowest Temperature,02/1973,Galway,Degrees C,0
Lowest Temperature,02/1973,Kilkenny,Degrees C,-3.8
Lowest Temperature,02/1973,Malin head,Degrees C,-2.3
Lowest Temperature,02/1973,Mullingar,Degrees C,-4
Lowest Temperature,02/1973,Roches Point,Degrees C,-1.1
Lowest Temperature,02/1973,Rosslare,Degrees C,-1.7
Lowest Temperature,02/1973,Shannon airport,Degrees C,-2.8
Lowest Temperature,03/1973,Belmullet,Degrees C,-0.6
Lowest Temperature,03/1973,Birr,Degrees C,-2.2
Lowest Temperature,03/1973,Valentia Observatory,Degrees C,-2
Lowest Temperature,03/1973,Casement,Degrees C,-5.8
Lowest Temperature,03/1973,Claremorris,Degrees C,-2.3
Lowest Temperature,03/1973,Clones,Degrees C,-1.5
Lowest Temperature,03/1973,Cork airport,Degrees C,-0.1
Lowest Temperature,03/1973,Dublin airport,Degrees C,-0.8
Lowest Temperature,03/1973,Galway,Degrees C,0
Lowest Temperature,03/1973,Kilkenny,Degrees C,-4.2
Lowest Temperature,03/1973,Malin head,Degrees C,-1.3
Lowest Temperature,03/1973,Mullingar,Degrees C,-2.3
Lowest Temperature,03/1973,Roches Point,Degrees C,1.6
Lowest Temperature,03/1973,Rosslare,Degrees C,1.6
Lowest Temperature,03/1973,Shannon airport,Degrees C,-1.9
Lowest Temperature,04/1973,Belmullet,Degrees C,-1.8
Lowest Temperature,04/1973,Birr,Degrees C,-4.6
Lowest Temperature,04/1973,Valentia Observatory,Degrees C,-0.5
Lowest Temperature,04/1973,Casement,Degrees C,-4.5
Lowest Temperature,04/1973,Claremorris,Degrees C,-5.5
Lowest Temperature,04/1973,Clones,Degrees C,-3.9
Lowest Temperature,04/1973,Cork airport,Degrees C,-2.2
Lowest Temperature,04/1973,Dublin airport,Degrees C,-2.5
Lowest Temperature,04/1973,Galway,Degrees C,0
Lowest Temperature,04/1973,Kilkenny,Degrees C,-2.6
Lowest Temperature,04/1973,Malin head,Degrees C,0.1
Lowest Temperature,04/1973,Mullingar,Degrees C,-2.8
Lowest Temperature,04/1973,Roches Point,Degrees C,-0.1
Lowest Temperature,04/1973,Rosslare,Degrees C,0.3
Lowest Temperature,04/1973,Shannon airport,Degrees C,-2
Lowest Temperature,05/1973,Belmullet,Degrees C,1
Lowest Temperature,05/1973,Birr,Degrees C,-0.6
Lowest Temperature,05/1973,Valentia Observatory,Degrees C,1.6
Lowest Temperature,05/1973,Casement,Degrees C,0.3
Lowest Temperature,05/1973,Claremorris,Degrees C,-1.2
Lowest Temperature,05/1973,Clones,Degrees C,-1.7
Lowest Temperature,05/1973,Cork airport,Degrees C,1.2
Lowest Temperature,05/1973,Dublin airport,Degrees C,1.5
Lowest Temperature,05/1973,Galway,Degrees C,0
Lowest Temperature,05/1973,Kilkenny,Degrees C,0
Lowest Temperature,05/1973,Malin head,Degrees C,1.8
Lowest Temperature,05/1973,Mullingar,Degrees C,0.2
Lowest Temperature,05/1973,Roches Point,Degrees C,3.1
Lowest Temperature,05/1973,Rosslare,Degrees C,2
Lowest Temperature,05/1973,Shannon airport,Degrees C,1.8
Lowest Temperature,06/1973,Belmullet,Degrees C,3.5
Lowest Temperature,06/1973,Birr,Degrees C,3.2
Lowest Temperature,06/1973,Valentia Observatory,Degrees C,6.2
Lowest Temperature,06/1973,Casement,Degrees C,3.2
Lowest Temperature,06/1973,Claremorris,Degrees C,3.7
Lowest Temperature,06/1973,Clones,Degrees C,3.2
Lowest Temperature,06/1973,Cork airport,Degrees C,4.7
Lowest Temperature,06/1973,Dublin airport,Degrees C,3.9
Lowest Temperature,06/1973,Galway,Degrees C,0
Lowest Temperature,06/1973,Kilkenny,Degrees C,1.3
Lowest Temperature,06/1973,Malin head,Degrees C,5.6
Lowest Temperature,06/1973,Mullingar,Degrees C,3.2
Lowest Temperature,06/1973,Roches Point,Degrees C,6.5
Lowest Temperature,06/1973,Rosslare,Degrees C,5
Lowest Temperature,06/1973,Shannon airport,Degrees C,6.3
Lowest Temperature,07/1973,Belmullet,Degrees C,6.8
Lowest Temperature,07/1973,Birr,Degrees C,6
Lowest Temperature,07/1973,Valentia Observatory,Degrees C,7.2
Lowest Temperature,07/1973,Casement,Degrees C,5.2
Lowest Temperature,07/1973,Claremorris,Degrees C,4.8
Lowest Temperature,07/1973,Clones,Degrees C,5.8
Lowest Temperature,07/1973,Cork airport,Degrees C,6.6
Lowest Temperature,07/1973,Dublin airport,Degrees C,6.3
Lowest Temperature,07/1973,Galway,Degrees C,0
Lowest Temperature,07/1973,Kilkenny,Degrees C,4
Lowest Temperature,07/1973,Malin head,Degrees C,8
Lowest Temperature,07/1973,Mullingar,Degrees C,5.8
Lowest Temperature,07/1973,Roches Point,Degrees C,7.9
Lowest Temperature,07/1973,Rosslare,Degrees C,8.6
Lowest Temperature,07/1973,Shannon airport,Degrees C,8.6
Lowest Temperature,08/1973,Belmullet,Degrees C,5.4
Lowest Temperature,08/1973,Birr,Degrees C,4.7
Lowest Temperature,08/1973,Valentia Observatory,Degrees C,6.7
Lowest Temperature,08/1973,Casement,Degrees C,5.3
Lowest Temperature,08/1973,Claremorris,Degrees C,5.6
Lowest Temperature,08/1973,Clones,Degrees C,5.5
Lowest Temperature,08/1973,Cork airport,Degrees C,7.2
Lowest Temperature,08/1973,Dublin airport,Degrees C,7.1
Lowest Temperature,08/1973,Galway,Degrees C,0
Lowest Temperature,08/1973,Kilkenny,Degrees C,4.7
Lowest Temperature,08/1973,Malin head,Degrees C,8.5
Lowest Temperature,08/1973,Mullingar,Degrees C,6.2
Lowest Temperature,08/1973,Roches Point,Degrees C,9.2
Lowest Temperature,08/1973,Rosslare,Degrees C,9.4
Lowest Temperature,08/1973,Shannon airport,Degrees C,7.1
Lowest Temperature,09/1973,Belmullet,Degrees C,3.9
Lowest Temperature,09/1973,Birr,Degrees C,0.7
Lowest Temperature,09/1973,Valentia Observatory,Degrees C,3.5
Lowest Temperature,09/1973,Casement,Degrees C,4.2
Lowest Temperature,09/1973,Claremorris,Degrees C,2.5
Lowest Temperature,09/1973,Clones,Degrees C,4.2
Lowest Temperature,09/1973,Cork airport,Degrees C,4
Lowest Temperature,09/1973,Dublin airport,Degrees C,4.9
Lowest Temperature,09/1973,Galway,Degrees C,0
Lowest Temperature,09/1973,Kilkenny,Degrees C,1.7
Lowest Temperature,09/1973,Malin head,Degrees C,6.2
Lowest Temperature,09/1973,Mullingar,Degrees C,2.6
Lowest Temperature,09/1973,Roches Point,Degrees C,6.5
Lowest Temperature,09/1973,Rosslare,Degrees C,5.7
Lowest Temperature,09/1973,Shannon airport,Degrees C,4.5
Lowest Temperature,10/1973,Belmullet,Degrees C,1
Lowest Temperature,10/1973,Birr,Degrees C,-1.8
Lowest Temperature,10/1973,Valentia Observatory,Degrees C,1.3
Lowest Temperature,10/1973,Casement,Degrees C,-1.3
Lowest Temperature,10/1973,Claremorris,Degrees C,-1.1
Lowest Temperature,10/1973,Clones,Degrees C,-0.4
Lowest Temperature,10/1973,Cork airport,Degrees C,1.2
Lowest Temperature,10/1973,Dublin airport,Degrees C,0.2
Lowest Temperature,10/1973,Galway,Degrees C,0
Lowest Temperature,10/1973,Kilkenny,Degrees C,-2.7
Lowest Temperature,10/1973,Malin head,Degrees C,3.6
Lowest Temperature,10/1973,Mullingar,Degrees C,-0.7
Lowest Temperature,10/1973,Roches Point,Degrees C,3.4
Lowest Temperature,10/1973,Rosslare,Degrees C,1.9
Lowest Temperature,10/1973,Shannon airport,Degrees C,0.4
Lowest Temperature,11/1973,Belmullet,Degrees C,-0.7
Lowest Temperature,11/1973,Birr,Degrees C,-5.3
Lowest Temperature,11/1973,Valentia Observatory,Degrees C,-0.9
Lowest Temperature,11/1973,Casement,Degrees C,-4.5
Lowest Temperature,11/1973,Claremorris,Degrees C,-3.2
Lowest Temperature,11/1973,Clones,Degrees C,-3.3
Lowest Temperature,11/1973,Cork airport,Degrees C,-2.5
Lowest Temperature,11/1973,Dublin airport,Degrees C,-1.9
Lowest Temperature,11/1973,Galway,Degrees C,0
Lowest Temperature,11/1973,Kilkenny,Degrees C,-5.9
Lowest Temperature,11/1973,Malin head,Degrees C,0.6
Lowest Temperature,11/1973,Mullingar,Degrees C,-4.8
Lowest Temperature,11/1973,Roches Point,Degrees C,0.5
Lowest Temperature,11/1973,Rosslare,Degrees C,-1
Lowest Temperature,11/1973,Shannon airport,Degrees C,-1.4
Lowest Temperature,12/1973,Belmullet,Degrees C,-1
Lowest Temperature,12/1973,Birr,Degrees C,-4.9
Lowest Temperature,12/1973,Valentia Observatory,Degrees C,0
Lowest Temperature,12/1973,Casement,Degrees C,-3.9
Lowest Temperature,12/1973,Claremorris,Degrees C,-4.9
Lowest Temperature,12/1973,Clones,Degrees C,-4.6
Lowest Temperature,12/1973,Cork airport,Degrees C,-2.1
Lowest Temperature,12/1973,Dublin airport,Degrees C,-2
Lowest Temperature,12/1973,Galway,Degrees C,0
Lowest Temperature,12/1973,Kilkenny,Degrees C,-6
Lowest Temperature,12/1973,Malin head,Degrees C,-1.2
Lowest Temperature,12/1973,Mullingar,Degrees C,-7.8
Lowest Temperature,12/1973,Roches Point,Degrees C,0.3
Lowest Temperature,12/1973,Rosslare,Degrees C,-1.4
Lowest Temperature,12/1973,Shannon airport,Degrees C,-2.7
Lowest Temperature,01/1974,Belmullet,Degrees C,1
Lowest Temperature,01/1974,Birr,Degrees C,-1
Lowest Temperature,01/1974,Valentia Observatory,Degrees C,-0.6
Lowest Temperature,01/1974,Casement,Degrees C,-0.4
Lowest Temperature,01/1974,Claremorris,Degrees C,-0.5
Lowest Temperature,01/1974,Clones,Degrees C,-1.5
Lowest Temperature,01/1974,Cork airport,Degrees C,-2.6
Lowest Temperature,01/1974,Dublin airport,Degrees C,0
Lowest Temperature,01/1974,Galway,Degrees C,0
Lowest Temperature,01/1974,Kilkenny,Degrees C,-3
Lowest Temperature,01/1974,Malin head,Degrees C,0.5
Lowest Temperature,01/1974,Mullingar,Degrees C,-1.5
Lowest Temperature,01/1974,Roches Point,Degrees C,0.6
Lowest Temperature,01/1974,Rosslare,Degrees C,0.6
Lowest Temperature,01/1974,Shannon airport,Degrees C,0.3
Lowest Temperature,02/1974,Belmullet,Degrees C,0.5
Lowest Temperature,02/1974,Birr,Degrees C,-1.6
Lowest Temperature,02/1974,Valentia Observatory,Degrees C,1.2
Lowest Temperature,02/1974,Casement,Degrees C,-1.7
Lowest Temperature,02/1974,Claremorris,Degrees C,-0.8
Lowest Temperature,02/1974,Clones,Degrees C,-2.5
Lowest Temperature,02/1974,Cork airport,Degrees C,-0.2
Lowest Temperature,02/1974,Dublin airport,Degrees C,-0.6
Lowest Temperature,02/1974,Galway,Degrees C,0
Lowest Temperature,02/1974,Kilkenny,Degrees C,-3.9
Lowest Temperature,02/1974,Malin head,Degrees C,-0.3
Lowest Temperature,02/1974,Mullingar,Degrees C,-2.8
Lowest Temperature,02/1974,Roches Point,Degrees C,1.3
Lowest Temperature,02/1974,Rosslare,Degrees C,0.3
Lowest Temperature,02/1974,Shannon airport,Degrees C,0.2
Lowest Temperature,03/1974,Belmullet,Degrees C,-1.4
Lowest Temperature,03/1974,Birr,Degrees C,-4.9
Lowest Temperature,03/1974,Valentia Observatory,Degrees C,-2.5
Lowest Temperature,03/1974,Casement,Degrees C,-3.2
Lowest Temperature,03/1974,Claremorris,Degrees C,-2.9
Lowest Temperature,03/1974,Clones,Degrees C,-3.7
Lowest Temperature,03/1974,Cork airport,Degrees C,-3.9
Lowest Temperature,03/1974,Dublin airport,Degrees C,-1.1
Lowest Temperature,03/1974,Galway,Degrees C,0
Lowest Temperature,03/1974,Kilkenny,Degrees C,-3.6
Lowest Temperature,03/1974,Malin head,Degrees C,0.5
Lowest Temperature,03/1974,Mullingar,Degrees C,-4.1
Lowest Temperature,03/1974,Roches Point,Degrees C,-0.2
Lowest Temperature,03/1974,Rosslare,Degrees C,0.8
Lowest Temperature,03/1974,Shannon airport,Degrees C,-1.6
Lowest Temperature,04/1974,Belmullet,Degrees C,1
Lowest Temperature,04/1974,Birr,Degrees C,-1
Lowest Temperature,04/1974,Valentia Observatory,Degrees C,0.2
Lowest Temperature,04/1974,Casement,Degrees C,-0.9
Lowest Temperature,04/1974,Claremorris,Degrees C,-0.3
Lowest Temperature,04/1974,Clones,Degrees C,-0.8
Lowest Temperature,04/1974,Cork airport,Degrees C,0.7
Lowest Temperature,04/1974,Dublin airport,Degrees C,0.5
Lowest Temperature,04/1974,Galway,Degrees C,0
Lowest Temperature,04/1974,Kilkenny,Degrees C,-1.8
Lowest Temperature,04/1974,Malin head,Degrees C,1.6
Lowest Temperature,04/1974,Mullingar,Degrees C,-0.6
Lowest Temperature,04/1974,Roches Point,Degrees C,3.3
Lowest Temperature,04/1974,Rosslare,Degrees C,4.7
Lowest Temperature,04/1974,Shannon airport,Degrees C,1.6
Lowest Temperature,05/1974,Belmullet,Degrees C,-0.4
Lowest Temperature,05/1974,Birr,Degrees C,-2
Lowest Temperature,05/1974,Valentia Observatory,Degrees C,1
Lowest Temperature,05/1974,Casement,Degrees C,1
Lowest Temperature,05/1974,Claremorris,Degrees C,-3.1
Lowest Temperature,05/1974,Clones,Degrees C,1.1
Lowest Temperature,05/1974,Cork airport,Degrees C,0.5
Lowest Temperature,05/1974,Dublin airport,Degrees C,2.7
Lowest Temperature,05/1974,Galway,Degrees C,0
Lowest Temperature,05/1974,Kilkenny,Degrees C,-3.3
Lowest Temperature,05/1974,Malin head,Degrees C,4.7
Lowest Temperature,05/1974,Mullingar,Degrees C,-1.1
Lowest Temperature,05/1974,Roches Point,Degrees C,1.6
Lowest Temperature,05/1974,Rosslare,Degrees C,1.1
Lowest Temperature,05/1974,Shannon airport,Degrees C,1.4
Lowest Temperature,06/1974,Belmullet,Degrees C,6.3
Lowest Temperature,06/1974,Birr,Degrees C,4.3
Lowest Temperature,06/1974,Valentia Observatory,Degrees C,7.1
Lowest Temperature,06/1974,Casement,Degrees C,3.9
Lowest Temperature,06/1974,Claremorris,Degrees C,3.5
Lowest Temperature,06/1974,Clones,Degrees C,4.7
Lowest Temperature,06/1974,Cork airport,Degrees C,4.2
Lowest Temperature,06/1974,Dublin airport,Degrees C,4.3
Lowest Temperature,06/1974,Galway,Degrees C,0
Lowest Temperature,06/1974,Kilkenny,Degrees C,3.4
Lowest Temperature,06/1974,Malin head,Degrees C,4.7
Lowest Temperature,06/1974,Mullingar,Degrees C,4
Lowest Temperature,06/1974,Roches Point,Degrees C,6
Lowest Temperature,06/1974,Rosslare,Degrees C,6
Lowest Temperature,06/1974,Shannon airport,Degrees C,5.4
Lowest Temperature,07/1974,Belmullet,Degrees C,7.5
Lowest Temperature,07/1974,Birr,Degrees C,5.7
Lowest Temperature,07/1974,Valentia Observatory,Degrees C,8.5
Lowest Temperature,07/1974,Casement,Degrees C,6.1
Lowest Temperature,07/1974,Claremorris,Degrees C,3.3
Lowest Temperature,07/1974,Clones,Degrees C,5.4
Lowest Temperature,07/1974,Cork airport,Degrees C,7.4
Lowest Temperature,07/1974,Dublin airport,Degrees C,7
Lowest Temperature,07/1974,Galway,Degrees C,0
Lowest Temperature,07/1974,Kilkenny,Degrees C,4.4
Lowest Temperature,07/1974,Malin head,Degrees C,7.3
Lowest Temperature,07/1974,Mullingar,Degrees C,4.1
Lowest Temperature,07/1974,Roches Point,Degrees C,8.3
Lowest Temperature,07/1974,Rosslare,Degrees C,8.3
Lowest Temperature,07/1974,Shannon airport,Degrees C,8.7
Lowest Temperature,08/1974,Belmullet,Degrees C,6.2
Lowest Temperature,08/1974,Birr,Degrees C,3.9
Lowest Temperature,08/1974,Valentia Observatory,Degrees C,6.2
Lowest Temperature,08/1974,Casement,Degrees C,2.5
Lowest Temperature,08/1974,Claremorris,Degrees C,3
Lowest Temperature,08/1974,Clones,Degrees C,3.6
Lowest Temperature,08/1974,Cork airport,Degrees C,6.9
Lowest Temperature,08/1974,Dublin airport,Degrees C,5.7
Lowest Temperature,08/1974,Galway,Degrees C,0
Lowest Temperature,08/1974,Kilkenny,Degrees C,2.5
Lowest Temperature,08/1974,Malin head,Degrees C,6.8
Lowest Temperature,08/1974,Mullingar,Degrees C,2.3
Lowest Temperature,08/1974,Roches Point,Degrees C,8.4
Lowest Temperature,08/1974,Rosslare,Degrees C,7
Lowest Temperature,08/1974,Shannon airport,Degrees C,7.9
Lowest Temperature,09/1974,Belmullet,Degrees C,3.8
Lowest Temperature,09/1974,Birr,Degrees C,0.9
Lowest Temperature,09/1974,Valentia Observatory,Degrees C,2.8
Lowest Temperature,09/1974,Casement,Degrees C,2.3
Lowest Temperature,09/1974,Claremorris,Degrees C,0.9
Lowest Temperature,09/1974,Clones,Degrees C,-0.2
Lowest Temperature,09/1974,Cork airport,Degrees C,3.2
Lowest Temperature,09/1974,Dublin airport,Degrees C,1.7
Lowest Temperature,09/1974,Galway,Degrees C,0
Lowest Temperature,09/1974,Kilkenny,Degrees C,-0.3
Lowest Temperature,09/1974,Malin head,Degrees C,2
Lowest Temperature,09/1974,Mullingar,Degrees C,0.4
Lowest Temperature,09/1974,Roches Point,Degrees C,4.7
Lowest Temperature,09/1974,Rosslare,Degrees C,2.6
Lowest Temperature,09/1974,Shannon airport,Degrees C,2.7
Lowest Temperature,10/1974,Belmullet,Degrees C,2.8
Lowest Temperature,10/1974,Birr,Degrees C,-0.4
Lowest Temperature,10/1974,Valentia Observatory,Degrees C,1
Lowest Temperature,10/1974,Casement,Degrees C,-0.8
Lowest Temperature,10/1974,Claremorris,Degrees C,1.9
Lowest Temperature,10/1974,Clones,Degrees C,1.9
Lowest Temperature,10/1974,Cork airport,Degrees C,0.7
Lowest Temperature,10/1974,Dublin airport,Degrees C,0.6
Lowest Temperature,10/1974,Galway,Degrees C,0
Lowest Temperature,10/1974,Kilkenny,Degrees C,-1.2
Lowest Temperature,10/1974,Malin head,Degrees C,3.9
Lowest Temperature,10/1974,Mullingar,Degrees C,-0.1
Lowest Temperature,10/1974,Roches Point,Degrees C,3.7
Lowest Temperature,10/1974,Rosslare,Degrees C,3.1
Lowest Temperature,10/1974,Shannon airport,Degrees C,2.6
Lowest Temperature,11/1974,Belmullet,Degrees C,-1.4
Lowest Temperature,11/1974,Birr,Degrees C,-3.6
Lowest Temperature,11/1974,Valentia Observatory,Degrees C,-1.4
Lowest Temperature,11/1974,Casement,Degrees C,-3.6
Lowest Temperature,11/1974,Claremorris,Degrees C,-3.9
Lowest Temperature,11/1974,Clones,Degrees C,-4
Lowest Temperature,11/1974,Cork airport,Degrees C,-0.7
Lowest Temperature,11/1974,Dublin airport,Degrees C,-2.4
Lowest Temperature,11/1974,Galway,Degrees C,0
Lowest Temperature,11/1974,Kilkenny,Degrees C,-4.7
Lowest Temperature,11/1974,Malin head,Degrees C,0.5
Lowest Temperature,11/1974,Mullingar,Degrees C,-4.5
Lowest Temperature,11/1974,Roches Point,Degrees C,1
Lowest Temperature,11/1974,Rosslare,Degrees C,1.2
Lowest Temperature,11/1974,Shannon airport,Degrees C,-2.1
Lowest Temperature,12/1974,Belmullet,Degrees C,2.1
Lowest Temperature,12/1974,Birr,Degrees C,0.4
Lowest Temperature,12/1974,Valentia Observatory,Degrees C,0.8
Lowest Temperature,12/1974,Casement,Degrees C,0.2
Lowest Temperature,12/1974,Claremorris,Degrees C,0.1
Lowest Temperature,12/1974,Clones,Degrees C,0.5
Lowest Temperature,12/1974,Cork airport,Degrees C,1.3
Lowest Temperature,12/1974,Dublin airport,Degrees C,0.9
Lowest Temperature,12/1974,Galway,Degrees C,0
Lowest Temperature,12/1974,Kilkenny,Degrees C,-3.1
Lowest Temperature,12/1974,Malin head,Degrees C,1.8
Lowest Temperature,12/1974,Mullingar,Degrees C,-1.4
Lowest Temperature,12/1974,Roches Point,Degrees C,2.6
Lowest Temperature,12/1974,Rosslare,Degrees C,1.2
Lowest Temperature,12/1974,Shannon airport,Degrees C,1.4
Lowest Temperature,01/1975,Belmullet,Degrees C,0.1
Lowest Temperature,01/1975,Birr,Degrees C,-1.2
Lowest Temperature,01/1975,Valentia Observatory,Degrees C,0.3
Lowest Temperature,01/1975,Casement,Degrees C,-1.5
Lowest Temperature,01/1975,Claremorris,Degrees C,-0.4
Lowest Temperature,01/1975,Clones,Degrees C,-1.7
Lowest Temperature,01/1975,Cork airport,Degrees C,-0.6
Lowest Temperature,01/1975,Dublin airport,Degrees C,-1.3
Lowest Temperature,01/1975,Galway,Degrees C,0
Lowest Temperature,01/1975,Kilkenny,Degrees C,-4
Lowest Temperature,01/1975,Malin head,Degrees C,0
Lowest Temperature,01/1975,Mullingar,Degrees C,-3.4
Lowest Temperature,01/1975,Roches Point,Degrees C,1.5
Lowest Temperature,01/1975,Rosslare,Degrees C,1.1
Lowest Temperature,01/1975,Shannon airport,Degrees C,-2.1
Lowest Temperature,02/1975,Belmullet,Degrees C,-0.6
Lowest Temperature,02/1975,Birr,Degrees C,0.2
Lowest Temperature,02/1975,Valentia Observatory,Degrees C,-0.7
Lowest Temperature,02/1975,Casement,Degrees C,-2.7
Lowest Temperature,02/1975,Claremorris,Degrees C,-3.2
Lowest Temperature,02/1975,Clones,Degrees C,-3.5
Lowest Temperature,02/1975,Cork airport,Degrees C,1.3
Lowest Temperature,02/1975,Dublin airport,Degrees C,1.4
Lowest Temperature,02/1975,Galway,Degrees C,0
Lowest Temperature,02/1975,Kilkenny,Degrees C,-3.1
Lowest Temperature,02/1975,Malin head,Degrees C,0
Lowest Temperature,02/1975,Mullingar,Degrees C,-1.3
