Statistic Label,Month,Meteorological Weather Station,UNIT,VALUE
Lowest Temperature,05/2015,Birr,Degrees C,0
Lowest Temperature,05/2015,Valentia Observatory,Degrees C,4.5
Lowest Temperature,05/2015,Casement,Degrees C,0.6
Lowest Temperature,05/2015,Claremorris,Degrees C,0
Lowest Temperature,05/2015,Clones,Degrees C,0
Lowest Temperature,05/2015,Cork airport,Degrees C,3.1
Lowest Temperature,05/2015,Dublin airport,Degrees C,0.5
Lowest Temperature,05/2015,Galway,Degrees C,0
Lowest Temperature,05/2015,Kilkenny,Degrees C,0
Lowest Temperature,05/2015,Malin head,Degrees C,2.2
Lowest Temperature,05/2015,Mullingar,Degrees C,0.2
Lowest Temperature,05/2015,Roches Point,Degrees C,5.7
Lowest Temperature,05/2015,Rosslare,Degrees C,0
Lowest Temperature,05/2015,Shannon airport,Degrees C,3.9
Lowest Temperature,06/2015,Belmullet,Degrees C,5.2
Lowest Temperature,06/2015,Birr,Degrees C,0
Lowest Temperature,06/2015,Valentia Observatory,Degrees C,6.3
Lowest Temperature,06/2015,Casement,Degrees C,2.1
Lowest Temperature,06/2015,Claremorris,Degrees C,0
Lowest Temperature,06/2015,Clones,Degrees C,0
Lowest Temperature,06/2015,Cork airport,Degrees C,4.1
Lowest Temperature,06/2015,Dublin airport,Degrees C,0.7
Lowest Temperature,06/2015,Galway,Degrees C,0
Lowest Temperature,06/2015,Kilkenny,Degrees C,0
Lowest Temperature,06/2015,Malin head,Degrees C,5.7
Lowest Temperature,06/2015,Mullingar,Degrees C,3.7
Lowest Temperature,06/2015,Roches Point,Degrees C,6.6
Lowest Temperature,06/2015,Rosslare,Degrees C,0
Lowest Temperature,06/2015,Shannon airport,Degrees C,4.2
Lowest Temperature,07/2015,Belmullet,Degrees C,7.6
Lowest Temperature,07/2015,Birr,Degrees C,0
Lowest Temperature,07/2015,Valentia Observatory,Degrees C,9.2
Lowest Temperature,07/2015,Casement,Degrees C,4.5
Lowest Temperature,07/2015,Claremorris,Degrees C,0
Lowest Temperature,07/2015,Clones,Degrees C,0
Lowest Temperature,07/2015,Cork airport,Degrees C,7.6
Lowest Temperature,07/2015,Dublin airport,Degrees C,3.9
Lowest Temperature,07/2015,Galway,Degrees C,0
Lowest Temperature,07/2015,Kilkenny,Degrees C,0
Lowest Temperature,07/2015,Malin head,Degrees C,8.4
Lowest Temperature,07/2015,Mullingar,Degrees C,4.1
Lowest Temperature,07/2015,Roches Point,Degrees C,8.2
Lowest Temperature,07/2015,Rosslare,Degrees C,0
Lowest Temperature,07/2015,Shannon airport,Degrees C,7.1
Lowest Temperature,08/2015,Belmullet,Degrees C,8.2
Lowest Temperature,08/2015,Birr,Degrees C,0
Lowest Temperature,08/2015,Valentia Observatory,Degrees C,6.3
Lowest Temperature,08/2015,Casement,Degrees C,5.4
Lowest Temperature,08/2015,Claremorris,Degrees C,0
Lowest Temperature,08/2015,Clones,Degrees C,0
Lowest Temperature,08/2015,Cork airport,Degrees C,7.4
Lowest Temperature,08/2015,Dublin airport,Degrees C,3.8
Lowest Temperature,08/2015,Galway,Degrees C,0
Lowest Temperature,08/2015,Kilkenny,Degrees C,0
Lowest Temperature,08/2015,Malin head,Degrees C,8.1
Lowest Temperature,08/2015,Mullingar,Degrees C,4
Lowest Temperature,08/2015,Roches Point,Degrees C,9.4
Lowest Temperature,08/2015,Rosslare,Degrees C,0
Lowest Temperature,08/2015,Shannon airport,Degrees C,6.7
Lowest Temperature,09/2015,Belmullet,Degrees C,6.2
Lowest Temperature,09/2015,Birr,Degrees C,0
Lowest Temperature,09/2015,Valentia Observatory,Degrees C,6.6
Lowest Temperature,09/2015,Casement,Degrees C,4.2
Lowest Temperature,09/2015,Claremorris,Degrees C,0
Lowest Temperature,09/2015,Clones,Degrees C,0
Lowest Temperature,09/2015,Cork airport,Degrees C,7.1
Lowest Temperature,09/2015,Dublin airport,Degrees C,3.9
Lowest Temperature,09/2015,Galway,Degrees C,0
Lowest Temperature,09/2015,Kilkenny,Degrees C,0
Lowest Temperature,09/2015,Malin head,Degrees C,7.9
Lowest Temperature,09/2015,Mullingar,Degrees C,3.6
Lowest Temperature,09/2015,Roches Point,Degrees C,8
Lowest Temperature,09/2015,Rosslare,Degrees C,0
Lowest Temperature,09/2015,Shannon airport,Degrees C,4.7
Lowest Temperature,10/2015,Belmullet,Degrees C,3
Lowest Temperature,10/2015,Birr,Degrees C,0
Lowest Temperature,10/2015,Valentia Observatory,Degrees C,3.8
Lowest Temperature,10/2015,Casement,Degrees C,-0.4
Lowest Temperature,10/2015,Claremorris,Degrees C,0
Lowest Temperature,10/2015,Clones,Degrees C,0
Lowest Temperature,10/2015,Cork airport,Degrees C,3.5
Lowest Temperature,10/2015,Dublin airport,Degrees C,-0.3
Lowest Temperature,10/2015,Galway,Degrees C,0
Lowest Temperature,10/2015,Kilkenny,Degrees C,0
Lowest Temperature,10/2015,Malin head,Degrees C,4.7
Lowest Temperature,10/2015,Mullingar,Degrees C,0.6
Lowest Temperature,10/2015,Roches Point,Degrees C,6.1
Lowest Temperature,10/2015,Rosslare,Degrees C,0
Lowest Temperature,10/2015,Shannon airport,Degrees C,2.2
Lowest Temperature,11/2015,Belmullet,Degrees C,3
Lowest Temperature,11/2015,Birr,Degrees C,0
Lowest Temperature,11/2015,Valentia Observatory,Degrees C,3
Lowest Temperature,11/2015,Casement,Degrees C,-2.7
Lowest Temperature,11/2015,Claremorris,Degrees C,0
Lowest Temperature,11/2015,Clones,Degrees C,0
Lowest Temperature,11/2015,Cork airport,Degrees C,1.1
Lowest Temperature,11/2015,Dublin airport,Degrees C,-1.7
Lowest Temperature,11/2015,Galway,Degrees C,0
Lowest Temperature,11/2015,Kilkenny,Degrees C,0
Lowest Temperature,11/2015,Malin head,Degrees C,1.6
Lowest Temperature,11/2015,Mullingar,Degrees C,-2.6
Lowest Temperature,11/2015,Roches Point,Degrees C,3.4
Lowest Temperature,11/2015,Rosslare,Degrees C,0
Lowest Temperature,11/2015,Shannon airport,Degrees C,0.8
Lowest Temperature,12/2015,Belmullet,Degrees C,0.7
Lowest Temperature,12/2015,Birr,Degrees C,0
Lowest Temperature,12/2015,Valentia Observatory,Degrees C,3.7
Lowest Temperature,12/2015,Casement,Degrees C,-0.7
Lowest Temperature,12/2015,Claremorris,Degrees C,0
Lowest Temperature,12/2015,Clones,Degrees C,0
Lowest Temperature,12/2015,Cork airport,Degrees C,1.7
Lowest Temperature,12/2015,Dublin airport,Degrees C,-1.6
Lowest Temperature,12/2015,Galway,Degrees C,0
Lowest Temperature,12/2015,Kilkenny,Degrees C,0
Lowest Temperature,12/2015,Malin head,Degrees C,0.4
Lowest Temperature,12/2015,Mullingar,Degrees C,-0.6
Lowest Temperature,12/2015,Roches Point,Degrees C,4.3
Lowest Temperature,12/2015,Rosslare,Degrees C,0
Lowest Temperature,12/2015,Shannon airport,Degrees C,2.2
Lowest Temperature,01/2016,Belmullet,Degrees C,-0.7
Lowest Temperature,01/2016,Birr,Degrees C,0
Lowest Temperature,01/2016,Valentia Observatory,Degrees C,2.3
Lowest Temperature,01/2016,Casement,Degrees C,-2.7
Lowest Temperature,01/2016,Claremorris,Degrees C,-3
Lowest Temperature,01/2016,Clones,Degrees C,0
Lowest Temperature,01/2016,Cork airport,Degrees C,-0.8
Lowest Temperature,01/2016,Dublin airport,Degrees C,-0.8
Lowest Temperature,01/2016,Galway,Degrees C,0
Lowest Temperature,01/2016,Kilkenny,Degrees C,0
Lowest Temperature,01/2016,Malin head,Degrees C,-0.1
Lowest Temperature,01/2016,Mullingar,Degrees C,-3.6
Lowest Temperature,01/2016,Roches Point,Degrees C,1.8
Lowest Temperature,01/2016,Rosslare,Degrees C,0
Lowest Temperature,01/2016,Shannon airport,Degrees C,0
Lowest Temperature,02/2016,Belmullet,Degrees C,-1.3
Lowest Temperature,02/2016,Birr,Degrees C,0
Lowest Temperature,02/2016,Valentia Observatory,Degrees C,-0.3
Lowest Temperature,02/2016,Casement,Degrees C,-5.5
Lowest Temperature,02/2016,Claremorris,Degrees C,-3.5
Lowest Temperature,02/2016,Clones,Degrees C,0
Lowest Temperature,02/2016,Cork airport,Degrees C,-0.6
Lowest Temperature,02/2016,Dublin airport,Degrees C,-5.5
Lowest Temperature,02/2016,Galway,Degrees C,0
Lowest Temperature,02/2016,Kilkenny,Degrees C,0
Lowest Temperature,02/2016,Malin head,Degrees C,-0.8
Lowest Temperature,02/2016,Mullingar,Degrees C,-5.9
Lowest Temperature,02/2016,Roches Point,Degrees C,0.4
Lowest Temperature,02/2016,Rosslare,Degrees C,0
Lowest Temperature,02/2016,Shannon airport,Degrees C,-2.8
Lowest Temperature,03/2016,Belmullet,Degrees C,0.6
Lowest Temperature,03/2016,Birr,Degrees C,0
Lowest Temperature,03/2016,Valentia Observatory,Degrees C,-0.5
Lowest Temperature,03/2016,Casement,Degrees C,-3.7
Lowest Temperature,03/2016,Claremorris,Degrees C,-2.8
Lowest Temperature,03/2016,Clones,Degrees C,0
Lowest Temperature,03/2016,Cork airport,Degrees C,-1
Lowest Temperature,03/2016,Dublin airport,Degrees C,-4
Lowest Temperature,03/2016,Galway,Degrees C,0
Lowest Temperature,03/2016,Kilkenny,Degrees C,0
Lowest Temperature,03/2016,Malin head,Degrees C,1.4
Lowest Temperature,03/2016,Mullingar,Degrees C,-5.1
Lowest Temperature,03/2016,Roches Point,Degrees C,1.3
Lowest Temperature,03/2016,Rosslare,Degrees C,0
Lowest Temperature,03/2016,Shannon airport,Degrees C,-1.5
Lowest Temperature,04/2016,Belmullet,Degrees C,-0.1
Lowest Temperature,04/2016,Birr,Degrees C,0
Lowest Temperature,04/2016,Valentia Observatory,Degrees C,1.2
Lowest Temperature,04/2016,Casement,Degrees C,-2.5
Lowest Temperature,04/2016,Claremorris,Degrees C,-1.4
Lowest Temperature,04/2016,Clones,Degrees C,0
Lowest Temperature,04/2016,Cork airport,Degrees C,-1.1
Lowest Temperature,04/2016,Dublin airport,Degrees C,-2.7
Lowest Temperature,04/2016,Galway,Degrees C,0
Lowest Temperature,04/2016,Kilkenny,Degrees C,0
Lowest Temperature,04/2016,Malin head,Degrees C,-0.1
Lowest Temperature,04/2016,Mullingar,Degrees C,-1.7
Lowest Temperature,04/2016,Roches Point,Degrees C,1.5
Lowest Temperature,04/2016,Rosslare,Degrees C,0
Lowest Temperature,04/2016,Shannon airport,Degrees C,-0.8
Lowest Temperature,05/2016,Belmullet,Degrees C,2.9
Lowest Temperature,05/2016,Birr,Degrees C,0
Lowest Temperature,05/2016,Valentia Observatory,Degrees C,3
Lowest Temperature,05/2016,Casement,Degrees C,2.4
Lowest Temperature,05/2016,Claremorris,Degrees C,0.1
Lowest Temperature,05/2016,Clones,Degrees C,0
Lowest Temperature,05/2016,Cork airport,Degrees C,2.5
Lowest Temperature,05/2016,Dublin airport,Degrees C,1.7
Lowest Temperature,05/2016,Galway,Degrees C,0
Lowest Temperature,05/2016,Kilkenny,Degrees C,0
Lowest Temperature,05/2016,Malin head,Degrees C,3.4
Lowest Temperature,05/2016,Mullingar,Degrees C,2.6
Lowest Temperature,05/2016,Roches Point,Degrees C,5.7
Lowest Temperature,05/2016,Rosslare,Degrees C,0
Lowest Temperature,05/2016,Shannon airport,Degrees C,3.6
Lowest Temperature,06/2016,Belmullet,Degrees C,9
Lowest Temperature,06/2016,Birr,Degrees C,0
Lowest Temperature,06/2016,Valentia Observatory,Degrees C,7.3
Lowest Temperature,06/2016,Casement,Degrees C,3.1
Lowest Temperature,06/2016,Claremorris,Degrees C,5.5
Lowest Temperature,06/2016,Clones,Degrees C,0
Lowest Temperature,06/2016,Cork airport,Degrees C,8.6
Lowest Temperature,06/2016,Dublin airport,Degrees C,2.5
Lowest Temperature,06/2016,Galway,Degrees C,0
Lowest Temperature,06/2016,Kilkenny,Degrees C,0
Lowest Temperature,06/2016,Malin head,Degrees C,7.9
Lowest Temperature,06/2016,Mullingar,Degrees C,5
Lowest Temperature,06/2016,Roches Point,Degrees C,9.8
Lowest Temperature,06/2016,Rosslare,Degrees C,0
Lowest Temperature,06/2016,Shannon airport,Degrees C,7.4
Lowest Temperature,07/2016,Belmullet,Degrees C,9.3
Lowest Temperature,07/2016,Birr,Degrees C,0
Lowest Temperature,07/2016,Valentia Observatory,Degrees C,8.5
Lowest Temperature,07/2016,Casement,Degrees C,7.3
Lowest Temperature,07/2016,Claremorris,Degrees C,7.6
Lowest Temperature,07/2016,Clones,Degrees C,0
Lowest Temperature,07/2016,Cork airport,Degrees C,7.7
Lowest Temperature,07/2016,Dublin airport,Degrees C,7.1
Lowest Temperature,07/2016,Galway,Degrees C,0
Lowest Temperature,07/2016,Kilkenny,Degrees C,0
Lowest Temperature,07/2016,Malin head,Degrees C,8.1
Lowest Temperature,07/2016,Mullingar,Degrees C,6.8
Lowest Temperature,07/2016,Roches Point,Degrees C,8.5
Lowest Temperature,07/2016,Rosslare,Degrees C,0
Lowest Temperature,07/2016,Shannon airport,Degrees C,10
Lowest Temperature,08/2016,Belmullet,Degrees C,9.6
Lowest Temperature,08/2016,Birr,Degrees C,0
Lowest Temperature,08/2016,Valentia Observatory,Degrees C,10.7
Lowest Temperature,08/2016,Casement,Degrees C,6.9
Lowest Temperature,08/2016,Claremorris,Degrees C,7
Lowest Temperature,08/2016,Clones,Degrees C,0
Lowest Temperature,08/2016,Cork airport,Degrees C,8.8
Lowest Temperature,08/2016,Dublin airport,Degrees C,6.4
Lowest Temperature,08/2016,Galway,Degrees C,0
Lowest Temperature,08/2016,Kilkenny,Degrees C,0
Lowest Temperature,08/2016,Malin head,Degrees C,9.1
Lowest Temperature,08/2016,Mullingar,Degrees C,5.8
Lowest Temperature,08/2016,Roches Point,Degrees C,10.5
Lowest Temperature,08/2016,Rosslare,Degrees C,0
Lowest Temperature,08/2016,Shannon airport,Degrees C,9.6
Lowest Temperature,09/2016,Belmullet,Degrees C,7.6
Lowest Temperature,09/2016,Birr,Degrees C,0
Lowest Temperature,09/2016,Valentia Observatory,Degrees C,6.9
Lowest Temperature,09/2016,Casement,Degrees C,4.4
Lowest Temperature,09/2016,Claremorris,Degrees C,4.6
Lowest Temperature,09/2016,Clones,Degrees C,0
Lowest Temperature,09/2016,Cork airport,Degrees C,6
Lowest Temperature,09/2016,Dublin airport,Degrees C,5.4
Lowest Temperature,09/2016,Galway,Degrees C,0
Lowest Temperature,09/2016,Kilkenny,Degrees C,0
Lowest Temperature,09/2016,Malin head,Degrees C,7.1
Lowest Temperature,09/2016,Mullingar,Degrees C,2.9
Lowest Temperature,09/2016,Roches Point,Degrees C,7.9
Lowest Temperature,09/2016,Rosslare,Degrees C,0
Lowest Temperature,09/2016,Shannon airport,Degrees C,6.5
Lowest Temperature,10/2016,Belmullet,Degrees C,1.4
Lowest Temperature,10/2016,Birr,Degrees C,0
Lowest Temperature,10/2016,Valentia Observatory,Degrees C,2.9
Lowest Temperature,10/2016,Casement,Degrees C,0.7
Lowest Temperature,10/2016,Claremorris,Degrees C,0.2
Lowest Temperature,10/2016,Clones,Degrees C,0
Lowest Temperature,10/2016,Cork airport,Degrees C,4.4
Lowest Temperature,10/2016,Dublin airport,Degrees C,1.9
Lowest Temperature,10/2016,Galway,Degrees C,0
Lowest Temperature,10/2016,Kilkenny,Degrees C,0
Lowest Temperature,10/2016,Malin head,Degrees C,3.9
Lowest Temperature,10/2016,Mullingar,Degrees C,0.1
Lowest Temperature,10/2016,Roches Point,Degrees C,5.9
Lowest Temperature,10/2016,Rosslare,Degrees C,0
Lowest Temperature,10/2016,Shannon airport,Degrees C,2.1
Lowest Temperature,11/2016,Belmullet,Degrees C,-2.8
Lowest Temperature,11/2016,Birr,Degrees C,0
Lowest Temperature,11/2016,Valentia Observatory,Degrees C,-2.2
Lowest Temperature,11/2016,Casement,Degrees C,-4
Lowest Temperature,11/2016,Claremorris,Degrees C,-4.2
Lowest Temperature,11/2016,Clones,Degrees C,0
Lowest Temperature,11/2016,Cork airport,Degrees C,-1.1
Lowest Temperature,11/2016,Dublin airport,Degrees C,-2.6
Lowest Temperature,11/2016,Galway,Degrees C,0
Lowest Temperature,11/2016,Kilkenny,Degrees C,0
Lowest Temperature,11/2016,Malin head,Degrees C,-0.6
Lowest Temperature,11/2016,Mullingar,Degrees C,-3
Lowest Temperature,11/2016,Roches Point,Degrees C,1.3
Lowest Temperature,11/2016,Rosslare,Degrees C,0
Lowest Temperature,11/2016,Shannon airport,Degrees C,-2.4
Lowest Temperature,12/2016,Belmullet,Degrees C,-0.3
Lowest Temperature,12/2016,Birr,Degrees C,0
Lowest Temperature,12/2016,Valentia Observatory,Degrees C,-1.8
Lowest Temperature,12/2016,Casement,Degrees C,-4.7
Lowest Temperature,12/2016,Claremorris,Degrees C,-3.9
Lowest Temperature,12/2016,Clones,Degrees C,0
Lowest Temperature,12/2016,Cork airport,Degrees C,1.2
Lowest Temperature,12/2016,Dublin airport,Degrees C,-2.3
Lowest Temperature,12/2016,Galway,Degrees C,0
Lowest Temperature,12/2016,Kilkenny,Degrees C,0
Lowest Temperature,12/2016,Malin head,Degrees C,2.1
Lowest Temperature,12/2016,Mullingar,Degrees C,-5.5
Lowest Temperature,12/2016,Roches Point,Degrees C,1.6
Lowest Temperature,12/2016,Rosslare,Degrees C,0
Lowest Temperature,12/2016,Shannon airport,Degrees C,-3.4
Lowest Temperature,01/2017,Belmullet,Degrees C,-1.9
Lowest Temperature,01/2017,Birr,Degrees C,0
Lowest Temperature,01/2017,Valentia Observatory,Degrees C,-2.1
Lowest Temperature,01/2017,Casement,Degrees C,-3
Lowest Temperature,01/2017,Claremorris,Degrees C,-3.3
Lowest Temperature,01/2017,Clones,Degrees C,0
Lowest Temperature,01/2017,Cork airport,Degrees C,-1
Lowest Temperature,01/2017,Dublin airport,Degrees C,-4.8
Lowest Temperature,01/2017,Galway,Degrees C,0
Lowest Temperature,01/2017,Kilkenny,Degrees C,0
Lowest Temperature,01/2017,Malin head,Degrees C,-0.5
Lowest Temperature,01/2017,Mullingar,Degrees C,-3.9
Lowest Temperature,01/2017,Roches Point,Degrees C,0.8
Lowest Temperature,01/2017,Rosslare,Degrees C,0
Lowest Temperature,01/2017,Shannon airport,Degrees C,-3.3
Lowest Temperature,02/2017,Belmullet,Degrees C,-0.8
Lowest Temperature,02/2017,Birr,Degrees C,0
Lowest Temperature,02/2017,Valentia Observatory,Degrees C,0.9
Lowest Temperature,02/2017,Casement,Degrees C,-4.1
Lowest Temperature,02/2017,Claremorris,Degrees C,-1.9
Lowest Temperature,02/2017,Clones,Degrees C,0
Lowest Temperature,02/2017,Cork airport,Degrees C,-0.9
Lowest Temperature,02/2017,Dublin airport,Degrees C,-3.9
Lowest Temperature,02/2017,Galway,Degrees C,0
Lowest Temperature,02/2017,Kilkenny,Degrees C,0
Lowest Temperature,02/2017,Malin head,Degrees C,-0.5
Lowest Temperature,02/2017,Mullingar,Degrees C,-5.6
Lowest Temperature,02/2017,Roches Point,Degrees C,1.6
Lowest Temperature,02/2017,Rosslare,Degrees C,0
Lowest Temperature,02/2017,Shannon airport,Degrees C,-1.9
Lowest Temperature,03/2017,Belmullet,Degrees C,0.1
Lowest Temperature,03/2017,Birr,Degrees C,0
Lowest Temperature,03/2017,Valentia Observatory,Degrees C,1.5
Lowest Temperature,03/2017,Casement,Degrees C,0.5
Lowest Temperature,03/2017,Claremorris,Degrees C,-1.4
Lowest Temperature,03/2017,Clones,Degrees C,0
Lowest Temperature,03/2017,Cork airport,Degrees C,-0.4
Lowest Temperature,03/2017,Dublin airport,Degrees C,-1.7
Lowest Temperature,03/2017,Galway,Degrees C,0
Lowest Temperature,03/2017,Kilkenny,Degrees C,0
Lowest Temperature,03/2017,Malin head,Degrees C,-0.2
Lowest Temperature,03/2017,Mullingar,Degrees C,-1.7
Lowest Temperature,03/2017,Roches Point,Degrees C,1.6
Lowest Temperature,03/2017,Rosslare,Degrees C,0
Lowest Temperature,03/2017,Shannon airport,Degrees C,0.2
Lowest Temperature,04/2017,Belmullet,Degrees C,3.2
Lowest Temperature,04/2017,Birr,Degrees C,0
Lowest Temperature,04/2017,Valentia Observatory,Degrees C,2.2
Lowest Temperature,04/2017,Casement,Degrees C,-2.2
Lowest Temperature,04/2017,Claremorris,Degrees C,1.6
Lowest Temperature,04/2017,Clones,Degrees C,0
Lowest Temperature,04/2017,Cork airport,Degrees C,0.4
Lowest Temperature,04/2017,Dublin airport,Degrees C,-1.2
Lowest Temperature,04/2017,Galway,Degrees C,0
Lowest Temperature,04/2017,Kilkenny,Degrees C,0
Lowest Temperature,04/2017,Malin head,Degrees C,3
Lowest Temperature,04/2017,Mullingar,Degrees C,-1
Lowest Temperature,04/2017,Roches Point,Degrees C,2.7
Lowest Temperature,04/2017,Rosslare,Degrees C,0
Lowest Temperature,04/2017,Shannon airport,Degrees C,0.2
Lowest Temperature,05/2017,Belmullet,Degrees C,3.7
Lowest Temperature,05/2017,Birr,Degrees C,0
Lowest Temperature,05/2017,Valentia Observatory,Degrees C,5.1
Lowest Temperature,05/2017,Casement,Degrees C,-0.6
Lowest Temperature,05/2017,Claremorris,Degrees C,2.2
Lowest Temperature,05/2017,Clones,Degrees C,0
Lowest Temperature,05/2017,Cork airport,Degrees C,4.5
Lowest Temperature,05/2017,Dublin airport,Degrees C,-1.5
Lowest Temperature,05/2017,Galway,Degrees C,0
Lowest Temperature,05/2017,Kilkenny,Degrees C,0
Lowest Temperature,05/2017,Malin head,Degrees C,4.6
Lowest Temperature,05/2017,Mullingar,Degrees C,-0.1
Lowest Temperature,05/2017,Roches Point,Degrees C,5.2
Lowest Temperature,05/2017,Rosslare,Degrees C,0
Lowest Temperature,05/2017,Shannon airport,Degrees C,2.7
Lowest Temperature,06/2017,Belmullet,Degrees C,6.3
Lowest Temperature,06/2017,Birr,Degrees C,0
Lowest Temperature,06/2017,Valentia Observatory,Degrees C,7.2
Lowest Temperature,06/2017,Casement,Degrees C,5.5
Lowest Temperature,06/2017,Claremorris,Degrees C,5.3
Lowest Temperature,06/2017,Clones,Degrees C,0
Lowest Temperature,06/2017,Cork airport,Degrees C,6
Lowest Temperature,06/2017,Dublin airport,Degrees C,3.7
Lowest Temperature,06/2017,Galway,Degrees C,0
Lowest Temperature,06/2017,Kilkenny,Degrees C,0
Lowest Temperature,06/2017,Malin head,Degrees C,7.2
Lowest Temperature,06/2017,Mullingar,Degrees C,3.6
Lowest Temperature,06/2017,Roches Point,Degrees C,8.3
Lowest Temperature,06/2017,Rosslare,Degrees C,0
Lowest Temperature,06/2017,Shannon airport,Degrees C,8.8
Lowest Temperature,07/2017,Belmullet,Degrees C,7.8
Lowest Temperature,07/2017,Birr,Degrees C,0
Lowest Temperature,07/2017,Valentia Observatory,Degrees C,7.5
Lowest Temperature,07/2017,Casement,Degrees C,5.3
Lowest Temperature,07/2017,Claremorris,Degrees C,6.6
Lowest Temperature,07/2017,Clones,Degrees C,0
Lowest Temperature,07/2017,Cork airport,Degrees C,8
Lowest Temperature,07/2017,Dublin airport,Degrees C,6
Lowest Temperature,07/2017,Galway,Degrees C,0
Lowest Temperature,07/2017,Kilkenny,Degrees C,0
Lowest Temperature,07/2017,Malin head,Degrees C,7.6
Lowest Temperature,07/2017,Mullingar,Degrees C,4.2
Lowest Temperature,07/2017,Roches Point,Degrees C,9.4
Lowest Temperature,07/2017,Rosslare,Degrees C,0
Lowest Temperature,07/2017,Shannon airport,Degrees C,8.6
Lowest Temperature,08/2017,Belmullet,Degrees C,8.5
Lowest Temperature,08/2017,Birr,Degrees C,0
Lowest Temperature,08/2017,Valentia Observatory,Degrees C,9.6
Lowest Temperature,08/2017,Casement,Degrees C,5.9
Lowest Temperature,08/2017,Claremorris,Degrees C,3.5
Lowest Temperature,08/2017,Clones,Degrees C,0
Lowest Temperature,08/2017,Cork airport,Degrees C,7.4
Lowest Temperature,08/2017,Dublin airport,Degrees C,4.9
Lowest Temperature,08/2017,Galway,Degrees C,0
Lowest Temperature,08/2017,Kilkenny,Degrees C,0
Lowest Temperature,08/2017,Malin head,Degrees C,8.6
Lowest Temperature,08/2017,Mullingar,Degrees C,4.3
Lowest Temperature,08/2017,Roches Point,Degrees C,9.6
Lowest Temperature,08/2017,Rosslare,Degrees C,0
Lowest Temperature,08/2017,Shannon airport,Degrees C,8.5
Lowest Temperature,09/2017,Belmullet,Degrees C,3.8
Lowest Temperature,09/2017,Birr,Degrees C,0
Lowest Temperature,09/2017,Valentia Observatory,Degrees C,5.5
Lowest Temperature,09/2017,Casement,Degrees C,3.7
Lowest Temperature,09/2017,Claremorris,Degrees C,2.6
Lowest Temperature,09/2017,Clones,Degrees C,0
Lowest Temperature,09/2017,Cork airport,Degrees C,5.8
Lowest Temperature,09/2017,Dublin airport,Degrees C,4.5
Lowest Temperature,09/2017,Galway,Degrees C,0
Lowest Temperature,09/2017,Kilkenny,Degrees C,0
Lowest Temperature,09/2017,Malin head,Degrees C,6.7
Lowest Temperature,09/2017,Mullingar,Degrees C,1.7
Lowest Temperature,09/2017,Roches Point,Degrees C,7.3
Lowest Temperature,09/2017,Rosslare,Degrees C,0
Lowest Temperature,09/2017,Shannon airport,Degrees C,4.6
Lowest Temperature,10/2017,Belmullet,Degrees C,3.7
Lowest Temperature,10/2017,Birr,Degrees C,0
Lowest Temperature,10/2017,Valentia Observatory,Degrees C,6
Lowest Temperature,10/2017,Casement,Degrees C,1.2
Lowest Temperature,10/2017,Claremorris,Degrees C,0.4
Lowest Temperature,10/2017,Clones,Degrees C,0
Lowest Temperature,10/2017,Cork airport,Degrees C,4.7
Lowest Temperature,10/2017,Dublin airport,Degrees C,0.8
Lowest Temperature,10/2017,Galway,Degrees C,0
Lowest Temperature,10/2017,Kilkenny,Degrees C,0
Lowest Temperature,10/2017,Malin head,Degrees C,3.7
Lowest Temperature,10/2017,Mullingar,Degrees C,0.9
Lowest Temperature,10/2017,Roches Point,Degrees C,6.8
Lowest Temperature,10/2017,Rosslare,Degrees C,0
Lowest Temperature,10/2017,Shannon airport,Degrees C,3.9
Lowest Temperature,11/2017,Belmullet,Degrees C,2.2
Lowest Temperature,11/2017,Birr,Degrees C,0
Lowest Temperature,11/2017,Valentia Observatory,Degrees C,-0.1
Lowest Temperature,11/2017,Casement,Degrees C,-2.3
Lowest Temperature,11/2017,Claremorris,Degrees C,-1.9
Lowest Temperature,11/2017,Clones,Degrees C,0
Lowest Temperature,11/2017,Cork airport,Degrees C,0.6
Lowest Temperature,11/2017,Dublin airport,Degrees C,-0.4
Lowest Temperature,11/2017,Galway,Degrees C,0
Lowest Temperature,11/2017,Kilkenny,Degrees C,0
Lowest Temperature,11/2017,Malin head,Degrees C,1.8
Lowest Temperature,11/2017,Mullingar,Degrees C,-3.5
Lowest Temperature,11/2017,Roches Point,Degrees C,2.1
Lowest Temperature,11/2017,Rosslare,Degrees C,0
Lowest Temperature,11/2017,Shannon airport,Degrees C,-0.6
Lowest Temperature,12/2017,Belmullet,Degrees C,0.2
Lowest Temperature,12/2017,Birr,Degrees C,0
Lowest Temperature,12/2017,Valentia Observatory,Degrees C,0.9
Lowest Temperature,12/2017,Casement,Degrees C,-6.6
Lowest Temperature,12/2017,Claremorris,Degrees C,-2.9
Lowest Temperature,12/2017,Clones,Degrees C,0
Lowest Temperature,12/2017,Cork airport,Degrees C,-2
Lowest Temperature,12/2017,Dublin airport,Degrees C,-4.8
Lowest Temperature,12/2017,Galway,Degrees C,0
Lowest Temperature,12/2017,Kilkenny,Degrees C,0
Lowest Temperature,12/2017,Malin head,Degrees C,0.3
Lowest Temperature,12/2017,Mullingar,Degrees C,-5.3
Lowest Temperature,12/2017,Roches Point,Degrees C,0
Lowest Temperature,12/2017,Rosslare,Degrees C,0
